,Artist Name,Release,Song Title,Artist Location,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
8453,Margaret Becker,Christmas Music For The Heart,O Come_ O Come Emmanuel,,292.10077,6,0.292,0,0.414,-14.979,148.8,4,0.453,0.254,411.0,84.0,45.0,41.0,27.0,33.0,10.0,21.0,10.0,12.0,16.0,36.0
8454,Sick Of It All,Built To Last,Burn 'Em Down (LP Version),Virginia,175.41179,9,0.383,1,0.36,-7.497,96.703,4,0.697,0.142,247.0,109.0,34.0,30.0,53.0,52.0,16.0,29.0,27.0,58.0,17.0,40.0
8455,Gonzalo Rubalcaba,Mi Gran Pasion,Cuatro Veinte,"Havana, Cuba",586.29179,3,0.454,1,0.482,-21.052,62.008,1,0.823,7.645,311.0,115.0,188.0,128.0,88.0,141.0,46.0,67.0,34.0,26.0,22.0,5.0
8456,Leila Chicot,Renaissance,Tout bizwen (feat. Milca_ Synn'Tya_ Shaolin),FRANCE,236.19873,2,0.602,0,0.557,-6.396,90.0,4,0.575,0.13,288.0,265.0,100.0,59.0,35.0,46.0,43.0,40.0,30.0,60.0,27.0,12.0
8457,Roy Drusky,You Win  Again,Funny How Time Slips Away,"Atlanta, GA",192.10404,11,0.325,0,0.356,-20.106,104.416,3,1.0,3.46,281.0,75.0,49.0,30.0,23.0,40.0,23.0,28.0,9.0,13.0,15.0,8.0
8458,Jim Jones / Chink Santana,Jim Jones / Hustler's P.O.M.E. (Product Of My Environment),Dont Push Me Away,New Mexico,289.74975,10,0.633,0,0.552,-6.937,122.038,1,0.952,0.0,224.0,196.0,103.0,122.0,82.0,115.0,70.0,35.0,68.0,71.0,97.0,32.0
8459,The Perrys,Come To The Fountain,Run And Tell,Maryland,213.60281,7,0.069,0,0.209,-8.392,96.024,4,0.559,0.0,288.0,138.0,98.0,54.0,48.0,63.0,28.0,52.0,26.0,38.0,28.0,19.0
8460,John Wesley,Under the Red and White Sky,Cuttin' the Tree,Brandon,246.69995,0,0.789,1,0.698,-9.113,169.193,4,0.0,0.16,245.0,92.0,75.0,105.0,63.0,90.0,81.0,55.0,24.0,20.0,45.0,9.0
8461,Giorgos Marinis,Giorgos Marinis,Klaio Gia Sena (Niagaras),,286.37995,9,0.58,1,0.423,-5.955,100.079,4,0.167,0.38,245.0,131.0,86.0,170.0,74.0,65.0,32.0,111.0,44.0,54.0,41.0,39.0
8462,Klimperei,Improvisation with myself_ volume1,Sauer,FR,99.29098,3,0.177,1,0.423,-6.748,88.138,4,0.562,0.0,70.0,61.0,15.0,8.0,3.0,7.0,42.0,17.0,0.0,4.0,8.0,8.0
8463,Year of Desolation,Your Blood_ My Vendetta,L.S.M.,,259.02975,11,0.129,0,0.201,-5.284,98.638,5,1.0,0.0,160.0,93.0,72.0,63.0,45.0,36.0,23.0,41.0,49.0,18.0,27.0,7.0
8464,Liars,Liars,Cycle Time,LA / NYC,136.17587,4,0.195,0,0.509,-5.492,130.48,4,0.813,0.107,71.0,2.0,20.0,3.0,7.0,12.0,0.0,18.0,1.0,11.0,0.0,2.0
8465,Flor Silvestre,15 Grandes Exitos-Flor Silvestre,Llorando Por Amor,,161.93261,2,0.904,1,0.839,-7.8,98.713,4,0.613,0.0,160.0,117.0,80.0,52.0,24.0,37.0,16.0,42.0,15.0,10.0,6.0,5.0
8466,Blackfoot,Siogo,Heart's Grown Cold (LP Version),"Jacksonville, FL",204.09424,4,0.974,1,0.629,-11.774,146.186,4,0.0,0.2,323.0,33.0,43.0,22.0,32.0,50.0,12.0,37.0,7.0,1.0,8.0,26.0
8467,Lady Saw,Lover Girl,To Sir With Love,"St. Mary's, Jamaica",180.81914,4,0.56,1,0.526,-13.606,164.069,4,0.0,0.411,183.0,99.0,51.0,58.0,53.0,93.0,36.0,36.0,60.0,11.0,49.0,33.0
8468,Moon Mullican,Broken Dreams,New Milk Cow Blues,"Corrigan, Polk County, TX",175.0722,2,0.291,1,0.543,-19.273,80.583,3,1.0,0.0,142.0,70.0,64.0,66.0,32.0,56.0,26.0,31.0,26.0,20.0,2.0,6.0
8469,Dave Eggar,Left Of Blue,Deep Blue,California - LA,225.25342,2,0.007,1,0.368,-27.019,149.895,4,0.74,0.252,282.0,6.0,3.0,31.0,5.0,2.0,2.0,37.0,0.0,0.0,3.0,0.0
8470,X-ecutioners featuring Tom Tom Club & Biz Markie,Built From Scratch,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie),"New York, NY",236.43383,0,0.0,0,0.0,-5.438,102.643,4,1.0,0.072,251.0,218.0,100.0,161.0,85.0,84.0,120.0,58.0,33.0,20.0,10.0,0.0
8471,The Del McCoury Band,By Request,High On the Mountain,,183.17016,0,0.594,1,0.64,-14.668,180.521,4,0.0,0.276,312.0,104.0,69.0,36.0,33.0,155.0,41.0,21.0,9.0,8.0,2.0,3.0
8472,3 of Hearts,3 Of Hearts,Is It Love,,224.07791,0,0.231,0,0.359,-8.811,101.684,4,0.47,3.245,276.0,53.0,81.0,27.0,31.0,83.0,11.0,32.0,10.0,17.0,9.0,1.0
8473,Dario Marianelli,The Soloist,Falling Apart,,70.05995,9,0.253,1,0.306,-24.651,60.404,1,0.0,0.655,32.0,19.0,4.0,7.0,8.0,3.0,4.0,3.0,2.0,1.0,0.0,1.0
8474,Ciaran Byrne,Galtrim,Signs Can Hear All,,150.282,0,0.334,1,0.473,-14.305,73.314,7,0.991,0.0,249.0,47.0,78.0,50.0,58.0,77.0,3.0,52.0,0.0,4.0,0.0,0.0
8475,Furry Lewis,Masters Of Memphis Blues_ CD A,I Will Turn Your Money Green (Take 1),"Greenwood, MS",193.20118,6,0.002,1,0.257,-19.233,102.248,4,0.221,0.177,341.0,94.0,17.0,17.0,37.0,149.0,21.0,6.0,8.0,21.0,17.0,4.0
8476,Busdriver,Well Deep: Ten Years Of Big Dada,Beauty Supply And Demand,,125.77914,1,0.481,1,0.41,-7.117,242.7,4,0.0,0.136,217.0,136.0,57.0,20.0,33.0,29.0,43.0,59.0,26.0,25.0,12.0,4.0
8477,Static-X,Shadow Zone,Transmission (Album Version),Alabama,98.89914,0,0.541,0,0.488,-3.805,85.466,5,1.0,0.0,83.0,36.0,4.0,21.0,27.0,35.0,12.0,6.0,7.0,9.0,12.0,4.0
8478,Hollowtip,Flawless 2,Superstar (feat. J-Noxx),Pennsylvania,265.82159,1,0.472,1,0.189,-7.284,174.984,4,0.826,0.0,318.0,164.0,162.0,89.0,94.0,113.0,49.0,83.0,60.0,40.0,36.0,4.0
8479,Pete Bamboo,Fasten Your Seat Belt,Baila Cariño,,290.37669,9,0.389,0,0.234,-4.502,156.078,4,0.0,0.0,312.0,145.0,85.0,80.0,69.0,104.0,20.0,71.0,30.0,16.0,2.0,20.0
8480,Porcupine Tree,In Absentia,Strip The Soul (album version),,441.88689,7,0.705,1,0.532,-5.94,154.24,3,0.909,0.0,308.0,118.0,180.0,96.0,136.0,99.0,80.0,54.0,11.0,42.0,36.0,30.0
8481,Tania Maria,Electronic Summer In Corsica - Volume1,Sangria (Nomadbrothers Remix feat. Rio),,233.7171,0,0.621,0,0.575,-10.503,124.021,4,0.977,0.438,286.0,201.0,221.0,136.0,44.0,75.0,11.0,16.0,41.0,66.0,58.0,11.0
8482,The Token,Doo-Wop Forever,Come Dance With Me,"Brooklyn, NY",128.1824,10,0.695,1,0.66,-6.515,124.283,4,0.408,0.496,162.0,46.0,43.0,38.0,26.0,36.0,4.0,20.0,20.0,8.0,17.0,6.0
8483,The Party Group,Party Fiesta_ Vol. 6,Te Quiero Mas,,255.4771,0,0.813,1,0.657,-17.608,86.666,5,0.61,0.456,279.0,98.0,195.0,82.0,166.0,142.0,19.0,79.0,3.0,21.0,0.0,6.0
8484,EPMD,Def Jam 25_ Vol 16 - Lifer's Picks: 298 to 160 to 825,Head Banger,allentown Pennsylvania USA,291.16036,9,0.193,1,0.226,-3.349,180.469,4,0.82,0.0,241.0,357.0,148.0,140.0,77.0,34.0,61.0,46.0,70.0,98.0,80.0,66.0
8485,Dario Marianelli,The Soloist,The Lord's Prayer,,192.86159,1,0.418,1,0.458,-17.27,90.845,5,0.282,4.47,286.0,23.0,23.0,33.0,13.0,21.0,4.0,23.0,11.0,2.0,1.0,1.0
8486,Iggy And The Stooges,Metallic K.O.,Raw Power,"Ann Arbor, MI",347.53261,9,0.415,0,0.541,-8.502,165.81,4,0.565,0.16,378.0,188.0,59.0,44.0,61.0,72.0,38.0,65.0,45.0,37.0,70.0,277.0
8487,Kurtis Blow,The Best Of Kurtis Blow,I'm Chillin,"Harlem, New York, NY",220.83873,7,0.613,1,0.539,-12.637,107.373,4,0.113,0.3,193.0,204.0,103.0,132.0,116.0,84.0,99.0,60.0,42.0,70.0,31.0,9.0
8488,Kent,Palace & Main,Alla Mot Alla,"Eskilstuna, Sweden",240.97914,3,0.751,1,0.66,-8.505,143.908,4,0.863,0.374,351.0,29.0,45.0,46.0,19.0,37.0,12.0,31.0,16.0,4.0,8.0,10.0
8489,Jackie Wilson,Reet Petite,One Moment With You,"Detroit, MI",182.49098,11,0.023,1,0.289,-12.007,67.56,7,0.721,0.195,151.0,68.0,66.0,58.0,34.0,54.0,20.0,28.0,17.0,10.0,18.0,8.0
8490,Los Del Rio,Rio De Sevillanas,Nuestras Sevillanas 1,,202.29179,7,0.274,1,0.304,-8.235,60.025,1,0.0,0.125,325.0,156.0,81.0,64.0,60.0,64.0,39.0,33.0,33.0,30.0,25.0,28.0
8491,Henri Pousseur,Eight Parabolic Studies,Parabolics Studies 6,"Malm�, Belgium",1266.41587,7,0.523,1,0.411,-8.473,89.467,7,0.502,0.258,262.0,197.0,106.0,88.0,78.0,75.0,58.0,57.0,30.0,30.0,26.0,12.0
8492,Spitfire,Sex Bomb,Feverish,Athens,109.26975,1,0.01,1,0.364,-11.286,139.02,4,0.632,2.154,152.0,40.0,34.0,13.0,2.0,15.0,15.0,25.0,11.0,3.0,15.0,5.0
8493,Portobello,Face The Music,COLD MORNING,,304.84853,9,0.271,1,0.427,-7.486,129.699,4,0.333,0.0,352.0,93.0,41.0,102.0,24.0,138.0,8.0,71.0,76.0,22.0,5.0,0.0
8494,David Banner,The Greatest Story Ever Told,Syrup Sipping (Banner Beat Break),Jackson MS,72.4371,3,0.159,0,0.576,-11.576,167.018,4,0.789,0.0,47.0,27.0,50.0,22.0,41.0,23.0,13.0,10.0,6.0,6.0,10.0,0.0
8495,Bionikworld,Preset 001 / Reset 001,Party Favours (Dee Dee's Flukey Remix),,413.51791,11,0.03,0,0.16,-7.801,125.997,4,0.429,0.201,931.0,460.0,70.0,69.0,22.0,15.0,46.0,26.0,368.0,552.0,286.0,28.0
8496,The Wilburns,More Than Religion,Keep Walking,,182.22975,7,0.694,1,0.596,-9.156,148.024,4,0.149,0.345,218.0,63.0,51.0,54.0,43.0,59.0,18.0,44.0,9.0,18.0,15.0,12.0
8497,Bullet For My Valentine,The Poison,4 Words (To Choke Upon),"Bridgend, South Wales, UK",223.76444,8,0.673,1,0.638,-2.839,185.012,4,0.0,0.113,253.0,154.0,29.0,23.0,29.0,10.0,36.0,69.0,26.0,9.0,8.0,14.0
8498,Niraj Chag,Revolution Rising: ethnotechno.com vol.1 presented by dimmSummer,The Carnival  feat. Japjit Kaur,,293.40689,1,0.0,1,0.04,-4.994,179.004,4,0.259,0.316,368.0,139.0,219.0,47.0,191.0,139.0,47.0,48.0,20.0,171.0,54.0,5.0
8499,Warner mack,True Country,Is It Wrong,"Nashville, TN",160.20853,9,0.828,1,0.753,-10.261,98.612,4,0.0,0.264,228.0,14.0,51.0,42.0,18.0,53.0,5.0,41.0,21.0,8.0,17.0,5.0
8500,One Be Lo,Everything,learn (Album Version),Detroit MI,164.85832,2,0.574,1,0.58,-5.239,58.407,4,0.628,0.0,267.0,171.0,51.0,20.0,17.0,55.0,46.0,23.0,19.0,14.0,3.0,3.0
8501,Bodies In the Gears of the Apparatus,Split CD,Xenophobic Hate Machine,,126.17098,6,0.22,1,0.258,-6.551,88.053,4,0.678,0.282,51.0,58.0,38.0,26.0,22.0,36.0,8.0,28.0,12.0,15.0,12.0,12.0
8502,Information Society,Hits,Lay All Your Love On Me (LP Version),"Minneapolis, MN",221.6224,7,0.414,1,0.443,-11.881,128.137,4,0.0,0.206,307.0,149.0,92.0,67.0,86.0,136.0,47.0,42.0,27.0,21.0,21.0,0.0
8503,Rick Ross,Fireflies in the Rain,Ella Speed,Miami,158.22322,7,0.427,1,0.576,-11.807,114.066,1,0.0,0.258,165.0,116.0,75.0,63.0,38.0,32.0,17.0,58.0,16.0,19.0,8.0,18.0
8504,Tinariwen,Amassakoul,Chatma,"Mali, Africa",336.32608,9,0.048,1,0.033,-12.328,105.981,4,1.0,0.0,387.0,152.0,78.0,293.0,98.0,25.0,11.0,59.0,45.0,91.0,125.0,75.0
8505,Uman,You Are Here,The way to Peace,Belgium,412.02893,7,0.34,0,0.313,-14.964,84.949,4,0.76,1.019,550.0,143.0,144.0,111.0,197.0,172.0,63.0,175.0,24.0,37.0,32.0,2.0
8506,Ice & Breeze,My Turn,How It Begins,Tennessee,521.19465,11,0.0,0,0.0,-5.543,145.011,4,0.315,0.0,695.0,485.0,102.0,94.0,198.0,153.0,281.0,17.0,85.0,228.0,167.0,9.0
8507,Jean-Jacques Goldman;Edith Lefel;Malavoi,Le Meilleur de Edith Lefel,Chanson D'Amour,"Paris, France",238.44526,2,0.707,1,0.374,-8.931,68.242,4,0.0,0.374,348.0,118.0,98.0,74.0,44.0,73.0,46.0,83.0,38.0,47.0,27.0,25.0
8508,Irish Tenors,Sacred,My Love,,269.47873,7,0.577,1,0.608,-15.391,69.487,4,0.605,0.247,226.0,57.0,99.0,38.0,50.0,42.0,32.0,58.0,5.0,34.0,11.0,21.0
8509,Lupe Fiasco,Lupe Fiasco's Food & Liquor,The Cool (Amended Album Version),"Chicago, IL",226.66404,5,0.546,1,0.418,-5.303,188.018,7,1.0,0.154,203.0,148.0,108.0,102.0,77.0,89.0,41.0,71.0,20.0,55.0,56.0,22.0
8510,Silverchair,Freak Show,Roses,Newcastle,209.00526,7,0.058,1,0.132,-5.945,153.785,3,0.531,0.0,195.0,61.0,44.0,22.0,17.0,31.0,19.0,40.0,31.0,21.0,19.0,29.0
8511,Cali,Le Bruit De Ma Vie,Le Droit Des Pères (Live Electrique),Vernet les Bains,299.49342,9,0.137,0,0.59,-7.405,89.709,7,0.256,0.0,378.0,74.0,50.0,49.0,78.0,125.0,16.0,76.0,10.0,34.0,1.0,10.0
8512,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,The Essential Stevie Ray Vaughan And Double Trouble,Long Way From Home,,196.57098,1,0.0,1,0.085,-7.827,114.088,4,0.0,2.194,205.0,63.0,145.0,68.0,46.0,123.0,19.0,62.0,20.0,13.0,8.0,3.0
8513,Scott Krippayne,It Goes Like This,He Was Here,Washington,192.60036,11,0.367,1,0.573,-12.883,88.537,5,0.57,0.444,163.0,39.0,59.0,19.0,18.0,32.0,13.0,21.0,10.0,16.0,21.0,0.0
8514,Lady Saw,Give Me The Reason,Love & Understanding,"St. Mary's, Jamaica",218.40934,1,0.544,1,0.541,-11.496,67.137,3,0.422,0.0,462.0,203.0,27.0,40.0,76.0,45.0,14.0,34.0,20.0,41.0,55.0,32.0
8515,Wayne Watson,Living Room,Cry Of My Heart,"Wisner, LA",226.24608,4,0.655,1,0.425,-8.781,99.093,4,0.908,2.45,373.0,53.0,48.0,46.0,19.0,55.0,9.0,52.0,41.0,13.0,16.0,33.0
8516,A Perfect Murder,War Of Aggression,In Hell (Album Version),CA,229.79873,2,1.0,1,0.783,-5.118,239.407,4,0.0,0.0,346.0,191.0,58.0,32.0,33.0,59.0,56.0,50.0,79.0,27.0,12.0,0.0
8517,Clarence Gatemouth Brown,Live,Up Jumped The Devil - Live,"Vinton, LA",192.83546,2,0.613,1,0.595,-9.476,153.021,1,0.0,0.206,199.0,98.0,59.0,32.0,29.0,48.0,23.0,82.0,82.0,25.0,19.0,1.0
8518,Zombie Girl,Blood_ Brains_ & Rock'N'Roll (Limited),We Are The Ones (Lounge Version),"Edmonton, Alberta, Canada",273.34485,1,0.0,1,0.0,-7.184,123.004,4,0.161,0.241,601.0,86.0,110.0,27.0,131.0,76.0,6.0,12.0,6.0,3.0,6.0,5.0
8519,Jeff And Sheri Easter,Ordinary Day,We're Not Gonna Bow,,222.92853,8,0.643,1,0.779,-5.825,121.944,4,0.202,0.392,381.0,36.0,61.0,56.0,13.0,57.0,6.0,42.0,22.0,7.0,11.0,3.0
8520,Ray Lynch,The Best Of Ray Lynch,Ralph's Rhapsody,,283.74159,6,0.538,1,0.568,-16.715,122.895,4,0.784,8.94,472.0,126.0,82.0,82.0,134.0,151.0,27.0,200.0,14.0,26.0,18.0,1.0
8521,Rocio Jurado,La Copla,Va Por Usted,,359.65342,0,0.0,1,0.209,-4.523,99.882,1,0.463,0.375,237.0,210.0,134.0,78.0,65.0,43.0,60.0,56.0,24.0,49.0,27.0,34.0
8522,Necrodaemon,Prophecy Of The Decadent,The last havoc,,225.59302,9,0.012,1,0.274,-3.883,210.124,4,0.362,0.0,228.0,92.0,10.0,33.0,20.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0
8523,Atomic Rooster,Made In England,Stand By Me,United Kingdom,203.31057,9,0.161,0,0.198,-6.958,104.796,4,0.476,0.131,224.0,74.0,158.0,166.0,52.0,73.0,19.0,36.0,17.0,12.0,5.0,1.0
8524,Neil Diamond,Primitive,Brooklyn On A Saturday Night,"Brooklyn, NY",224.57424,0,0.956,1,0.854,-15.849,139.487,4,0.0,4.766,340.0,42.0,94.0,27.0,46.0,64.0,45.0,28.0,3.0,7.0,2.0,11.0
8525,OV7,CD00,Volvere,,164.33587,4,0.077,1,0.435,-6.231,105.976,4,1.0,0.34,214.0,67.0,76.0,40.0,31.0,48.0,13.0,28.0,10.0,19.0,13.0,3.0
8526,Ancient Astronauts,Put Em Up EP,Lost in Marrakesh with Entropik (Pathaan's Mirage Mix),GERMANY,331.59791,7,0.739,1,0.518,-8.1,170.04,4,0.922,8.168,341.0,327.0,81.0,49.0,23.0,63.0,145.0,84.0,94.0,95.0,11.0,1.0
8527,Slum Village,Fan-Tas-Tic Vol. 1,Estimate,Detroit MI,84.47955,4,0.065,0,0.39,-12.75,93.352,4,1.0,0.172,61.0,57.0,40.0,37.0,24.0,39.0,27.0,25.0,21.0,15.0,14.0,3.0
8528,Yuppie Pricks,Initial Public Offering,Suburban Living,Austin,161.38404,0,0.323,1,0.442,-6.72,155.127,4,0.61,0.0,208.0,74.0,56.0,29.0,49.0,37.0,27.0,71.0,9.0,7.0,12.0,49.0
8529,Big Audio Dynamite,No. 10_ Upping St.,Badrock City,"London, England",424.22812,1,0.87,1,0.758,-16.6,125.038,4,1.0,2.386,458.0,309.0,143.0,118.0,267.0,228.0,204.0,119.0,39.0,22.0,36.0,66.0
8530,Planxty,The Planxty Collection,The Lakes Of Pontchartrain,,345.70404,4,0.472,1,0.432,-22.715,45.199,4,0.0,0.142,252.0,88.0,94.0,90.0,39.0,86.0,34.0,20.0,26.0,10.0,27.0,47.0
8531,HardNox,Fly Away,Fly Away (Instrumental),California - SF,212.89751,0,0.0,1,0.0,-6.117,118.026,4,1.0,0.2,73.0,179.0,26.0,199.0,267.0,22.0,29.0,8.0,2.0,2.0,0.0,0.0
8532,Donnie McClurkin,Live in London and More ..,Psalm 27,,302.36689,5,0.664,1,0.562,-8.004,150.117,4,0.408,0.0,338.0,147.0,90.0,46.0,70.0,170.0,30.0,50.0,29.0,45.0,54.0,10.0
8533,Bessie Smith,Queen Of The Blues: Volume 1 B,Chicago Bound Blues,"Chattanooga, TN",187.03628,10,0.052,1,0.342,-19.27,70.746,1,0.0,0.206,117.0,115.0,71.0,54.0,25.0,50.0,19.0,10.0,22.0,16.0,22.0,2.0
8534,Paso Doble,Hautnah,Herz an herz (Live Version),,330.37016,11,0.715,0,0.644,-8.259,147.002,4,0.0,2.583,314.0,129.0,91.0,123.0,51.0,83.0,26.0,46.0,67.0,54.0,134.0,38.0
8535,Talking Heads,True Stories,Papa Legba (2005 Digital Remaster),,355.73506,5,0.241,1,0.267,-9.306,113.142,4,0.983,2.74,378.0,199.0,206.0,192.0,123.0,133.0,58.0,41.0,24.0,48.0,13.0,8.0
8536,Jake Hess,Special Homecoming Moments,I Know Where I Am Now,Tennessee,298.89261,10,0.35,1,0.412,-15.102,99.958,4,0.741,0.0,432.0,99.0,83.0,53.0,55.0,66.0,32.0,94.0,26.0,24.0,12.0,4.0
8537,Jimmy Page,Outrider,Liquid Mercury,"Heston, Middlesex, England",184.78975,2,1.0,1,0.886,-10.939,149.981,7,0.158,0.386,124.0,106.0,40.0,12.0,40.0,36.0,34.0,31.0,17.0,7.0,1.0,0.0
8538,Desert Dwellers,ASUDHA - Yoga Dub Grooves,Falling Stars,,489.58649,6,0.417,0,0.455,-14.66,97.014,4,0.578,0.0,1337.0,102.0,289.0,203.0,46.0,373.0,68.0,156.0,121.0,10.0,52.0,9.0
8539,Spooky Tooth,The Best Of Spooky Tooth,Waitin' For The Wind,Great Britain / UK,222.14485,2,0.759,1,0.682,-14.736,96.645,4,0.754,0.0,247.0,79.0,73.0,84.0,37.0,32.0,22.0,74.0,21.0,17.0,15.0,7.0
8540,Funeral For A Friend,Casually Dressed And Deep In Conversation,Your Revolution Is A Joke,Wales,164.54485,6,0.195,1,0.501,-10.897,148.045,4,0.0,0.0,201.0,35.0,14.0,52.0,24.0,103.0,3.0,12.0,7.0,2.0,14.0,4.0
8541,Basic Channel,BCD,Q Loop,"Berlin, Germany",329.01179,8,0.05,0,0.251,-22.184,107.709,4,1.0,20.016,808.0,307.0,81.0,13.0,19.0,24.0,25.0,28.0,326.0,248.0,156.0,255.0
8542,Sweet,Sweetlife,Neon Psychedelia,"London, England",295.36608,9,0.664,1,0.398,-4.707,120.18,4,1.0,0.334,197.0,60.0,69.0,128.0,50.0,57.0,14.0,48.0,56.0,18.0,6.0,8.0
8543,Sound Field,Audio Surfin',CrossBreed,,564.37506,1,0.629,1,0.858,-6.709,137.971,4,0.615,14.211,660.0,131.0,114.0,36.0,189.0,314.0,39.0,57.0,268.0,1492.0,8.0,65.0
8544,The Ataris,...Anywhere But Here,Make It Last,"Anderson, IN",99.49995,7,0.391,1,0.601,-5.301,228.637,1,0.0,0.27,121.0,50.0,35.0,16.0,22.0,26.0,11.0,44.0,6.0,5.0,3.0,6.0
8545,The Rascals,See,I'm Blue (LP Version),"New York, NY",231.99302,10,0.189,1,0.48,-11.573,111.418,3,1.0,0.177,150.0,98.0,114.0,61.0,59.0,175.0,24.0,42.0,31.0,14.0,32.0,1.0
8546,Winds Of Plague,Decimate The Weak,Origins And Endings,City of Angels,270.13179,11,0.189,0,0.089,-3.225,126.182,3,0.979,6.177,234.0,125.0,76.0,75.0,63.0,30.0,15.0,27.0,15.0,14.0,9.0,13.0
8547,Leila Chicot,Renaissance,Sincérité (feat. Ludo),FRANCE,248.58077,10,0.864,0,0.694,-6.3,163.992,4,0.726,0.131,287.0,83.0,88.0,94.0,27.0,100.0,56.0,48.0,75.0,23.0,69.0,71.0
8548,John Cale,Stainless Gamelan: Inside The Dream Syndicate Vol. Iii,Stainless Steel Gamelan,"Garnant, Wales",624.66567,2,0.002,1,0.074,-12.161,101.37,1,0.0,0.0,1206.0,76.0,92.0,651.0,33.0,19.0,18.0,60.0,0.0,1.0,1.0,1.0
8549,Ten Years After,Live At The Filmore East,50_000 Miles Beneath My Brain (Live),"Nottingham, England",598.41261,9,0.741,1,0.449,-10.76,128.239,4,0.359,0.14,789.0,386.0,309.0,208.0,86.0,65.0,61.0,100.0,124.0,100.0,37.0,7.0
8550,Camp Lo,The Best of Camp Lo Vol. 2,Baby Mama,"New York, NY [Bronx]",233.35138,8,0.399,1,0.651,-13.767,101.867,4,1.0,0.073,188.0,197.0,109.0,92.0,72.0,54.0,97.0,57.0,40.0,46.0,57.0,38.0
8551,Brooke Valentine,Chain Letter,American Girl,"Houston, TX",218.64444,9,0.746,1,0.499,-5.806,130.495,4,0.61,0.274,237.0,138.0,130.0,103.0,79.0,54.0,68.0,34.0,24.0,31.0,43.0,27.0
8552,Pumpkin Buzzard,Perfect Dragon,Red Castle,Missouri,41.24689,2,0.0,1,0.0,-12.319,105.115,4,0.461,0.0,127.0,57.0,30.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
8553,Fredi,20 Suosikkia / Kun rakkaus voittaa,Liian vähän aikaa,,228.362,4,0.421,0,0.457,-11.71,115.082,3,1.0,3.587,315.0,42.0,57.0,72.0,49.0,96.0,16.0,51.0,23.0,26.0,14.0,27.0
8554,Butthole Surfers,Locust Abortion Technician,22 Going On 23,"San Antonio, TX",263.70567,4,0.686,1,0.535,-10.981,146.01,4,0.129,2.177,232.0,167.0,118.0,128.0,81.0,61.0,35.0,57.0,26.0,18.0,17.0,16.0
8555,Heavy D,Vibes,Private Dancer,"Jamaica, West Indies",212.24444,2,0.088,1,0.431,-6.791,153.058,4,0.943,0.0,148.0,133.0,108.0,112.0,50.0,32.0,58.0,67.0,45.0,43.0,34.0,11.0
8556,DJ Godfather,DJs Are The New Rock Stars-Live Mashup Mix,DJs Are The New Rockstars-Live Mashup Mix 7,,333.00853,11,0.463,1,0.23,-4.197,117.236,4,1.0,0.0,339.0,246.0,131.0,145.0,85.0,124.0,60.0,111.0,122.0,51.0,62.0,26.0
8557,Nightwish,Angels Fall First,Lappi Pt IV Etiäinen,"Kitee, Finland",153.44281,4,0.994,0,0.747,-9.326,131.248,4,0.066,0.0,219.0,5.0,9.0,10.0,1.0,19.0,0.0,17.0,1.0,0.0,0.0,0.0
8558,Snowgoons,A Fist In The Thought,Michael Nobody aka Poetic Death,"Karlsruhe, Germany",197.85098,1,0.315,1,0.488,-6.006,80.505,4,0.786,0.0,152.0,172.0,92.0,50.0,78.0,97.0,36.0,26.0,25.0,18.0,46.0,19.0
8559,Shakira,The Remixes,Estoy Aquí,"Barranquilla, Colombia",366.70649,4,0.067,1,0.394,-7.098,123.448,4,1.0,0.213,463.0,320.0,254.0,216.0,100.0,163.0,126.0,82.0,108.0,119.0,156.0,11.0
8560,Andy & Lucas,Andy & Lucas (En Su Salsa),Mirame A La Cara (Version Salsa),Cádiz,274.93832,4,0.401,0,0.411,-7.964,91.341,3,0.504,0.368,456.0,135.0,127.0,82.0,107.0,62.0,77.0,120.0,36.0,82.0,17.0,53.0
8561,DJ Omega,Shake That Thang Remixes,Shake That Thang,,227.73506,11,0.002,0,0.0,-7.834,151.401,4,0.671,0.0,152.0,135.0,123.0,66.0,60.0,72.0,58.0,80.0,48.0,53.0,142.0,99.0
8562,Darwin Hobbs,WOW Gospel 2010,Free,,311.95383,1,0.323,1,0.485,-7.487,140.085,3,0.642,0.357,300.0,120.0,107.0,66.0,58.0,76.0,29.0,48.0,19.0,19.0,18.0,9.0
8563,Sophie B. Hawkins,The Best Of Sophie B. Hawkins,I Want You,"New York, NY [Manhattan]",316.76036,11,0.337,1,0.378,-11.76,98.406,3,0.752,0.0,374.0,152.0,85.0,39.0,45.0,98.0,30.0,57.0,28.0,100.0,132.0,39.0
8564,Behemoth,Thelema 6,Malice,POLAND,146.46812,2,0.0,1,0.0,-5.497,126.154,4,0.0,0.326,125.0,115.0,33.0,6.0,13.0,6.0,10.0,25.0,28.0,24.0,2.0,2.0
