,Unnamed: 0,MB Genre,Artist Name,Release,Song Title,Artist Location,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
6728,6728,heavy metal,Giorgos Tsalikis,Live!,Polles Fores,,78.05342,0,0.467,1,0.516,-5.251,166.93,1,0.0,0.0,67.0,37.0,56.0,28.0,38.0,33.0,10.0,21.0,5.0,22.0,8.0,7.0
6729,6729,heavy metal,W.A.S.P.,The Crimson Idol,When The Levee Breaks,,426.78812,3,0.104,1,0.407,-4.024,144.252,4,0.0,0.235,694.0,61.0,55.0,96.0,38.0,137.0,55.0,11.0,19.0,13.0,38.0,17.0
6730,6730,0,Los Munequitos de Matanzas,Tumi Cuba Classics Vol.3: Rumba,El Chisme De La Cuchara,New York,184.21506,1,0.355,1,0.406,-12.99,102.366,3,1.0,0.368,198.0,130.0,44.0,39.0,247.0,120.0,21.0,13.0,43.0,47.0,12.0,5.0
6731,6731,folk,Sharon Shannon_ Carol Keogh,Saints & Scoundrels,Summer Sands (feat. Carol Keogh),,199.88853,8,0.942,1,0.934,-9.565,85.999,4,0.249,0.188,350.0,39.0,78.0,44.0,11.0,109.0,3.0,38.0,31.0,12.0,24.0,2.0
6732,6732,0,The Jordanaires,The King's Harmoniers,Break My Mind,"Springfield, MO",134.21669,7,0.886,1,0.782,-12.789,131.395,1,0.0,0.0,166.0,44.0,62.0,32.0,33.0,55.0,8.0,27.0,1.0,10.0,0.0,9.0
6733,6733,country,The Oak Ridge Boys,American Gospel Classics,God's Hands,"Hendersonville, TN",154.8273,5,0.786,1,0.736,-14.535,67.863,3,0.768,0.185,93.0,36.0,27.0,16.0,31.0,49.0,8.0,9.0,4.0,7.0,8.0,6.0
6734,6734,death metal,Scar Symmetry,Pitch Black Progress,Abstracted,Sweden,204.95628,3,0.255,0,0.227,-3.869,97.687,4,0.0,2.792,144.0,100.0,51.0,53.0,52.0,93.0,67.0,52.0,30.0,13.0,3.0,17.0
6735,6735,alternative rock,The Verve Pipe,The Verve Pipe,La La,"Lansing, MI",249.28608,11,0.253,0,0.336,-7.899,87.146,4,0.0,0.554,230.0,107.0,54.0,53.0,29.0,48.0,23.0,38.0,17.0,10.0,22.0,29.0
6736,6736,hip hop,T-Bone,Seasons,T-Bone,Thaba Nchu,164.70159,7,1.0,1,0.883,-5.819,171.52,1,0.0,0.0,158.0,61.0,189.0,35.0,65.0,31.0,21.0,134.0,1.0,7.0,5.0,8.0
6737,6737,pop,Skeeter Davis,Let Me Get Close To You (With Bonus Tracks),My Sweet Loving Man,"Dry Ridge, KY",116.89751,4,0.739,1,0.585,-6.957,130.196,4,0.904,0.305,90.0,52.0,51.0,25.0,21.0,30.0,12.0,43.0,24.0,14.0,22.0,9.0
6738,6738,0,Daler Mehndi,Raula Pai Gaya - The King Is Back,Gora Gora Badan,,237.92281,3,0.276,0,0.131,-3.819,140.026,4,0.0,0.264,409.0,125.0,203.0,77.0,52.0,28.0,17.0,63.0,38.0,64.0,61.0,28.0
6739,6739,lovers rock,Beres Hammond Feat. Natural Black,Love Has No Boundries,Let The Good Times Roll,,223.4771,4,0.628,0,0.444,-4.845,146.238,4,0.481,0.222,318.0,118.0,140.0,73.0,46.0,92.0,20.0,48.0,107.0,31.0,27.0,9.0
6740,6740,0,Ashbrg,Are We Still In The Game?,Night Shift,,164.57098,4,0.169,0,0.455,-10.496,94.234,4,0.519,2.815,265.0,64.0,25.0,44.0,26.0,60.0,13.0,12.0,38.0,16.0,31.0,23.0
6741,6741,experimental,Simon & Garfunkel,Parsley_ Sage_ Rosemary And Thyme,Patterns,"Forest Hills, Queens, New York City, NY, USA",182.56934,7,0.123,1,0.56,-14.299,107.593,4,0.706,10.257,265.0,73.0,68.0,24.0,23.0,27.0,11.0,88.0,15.0,4.0,1.0,0.0
6742,6742,electronic,Indica,Spiritual Moves vol. 2 - Busted Grooves,Rock N' Roll,Finland,461.11302,0,0.671,1,0.494,-7.546,145.05,4,0.384,5.172,347.0,179.0,122.0,134.0,260.0,540.0,190.0,71.0,147.0,89.0,31.0,37.0
6743,6743,electronic,Steve Chou,Happy Etude,Sheng Li Hu Huan,,217.91302,0,0.702,1,0.583,-6.902,136.06,4,0.378,2.519,370.0,78.0,39.0,27.0,61.0,47.0,23.0,73.0,12.0,38.0,15.0,9.0
6744,6744,0,The Charms,Trelokoritso - Oles oi epityxies,See you on Sunday,Mass. - Boston,163.99628,9,0.325,1,0.277,-7.235,84.017,5,0.384,0.421,101.0,38.0,202.0,99.0,31.0,28.0,13.0,11.0,20.0,14.0,4.0,1.0
6745,6745,pop,Marcie Blane,Bobby's Girl - The Complete Seville Recordings,Wer Einmal 'A' Gesagt (What Does A Girl Do?),"Brooklyn, NY",136.38485,2,0.68,1,0.672,-9.462,86.708,4,0.261,0.142,93.0,71.0,39.0,35.0,46.0,66.0,30.0,41.0,25.0,34.0,20.0,10.0
6746,6746,dancehall,Super Cat,Don Dada,Them No Care,,215.66649,6,0.035,1,0.473,-7.616,157.5,4,0.416,0.107,250.0,187.0,165.0,115.0,68.0,60.0,30.0,54.0,46.0,50.0,61.0,43.0
6747,6747,electronic,Anna Meliti,Anna Meliti,Lefkes Selides,,208.50893,2,0.914,0,0.767,-9.405,89.021,4,0.03,0.212,273.0,139.0,85.0,57.0,62.0,72.0,33.0,93.0,38.0,33.0,6.0,0.0
6748,6748,alternative rock,Ramses,Dans Ma Radio,Trop De...,,156.76036,2,0.207,1,0.402,-8.988,165.526,4,0.42,0.072,193.0,302.0,147.0,39.0,6.0,20.0,4.0,29.0,1.0,2.0,1.0,0.0
6749,6749,0,Vilma Palma e Vampiros,Vilma Palma e Vampiros_ grandes exitos,Bye Bye,,344.86812,6,0.71,1,0.573,-7.088,197.232,4,1.0,0.235,615.0,205.0,137.0,92.0,88.0,113.0,41.0,53.0,20.0,24.0,64.0,63.0
6750,6750,jazz,Ron Goodwin,Music in Orbit,The Milky Way,"Plymouth, Devon, England",185.46893,0,0.181,1,0.144,-17.84,91.349,4,0.769,4.418,177.0,30.0,29.0,21.0,18.0,40.0,16.0,10.0,7.0,8.0,9.0,0.0
6751,6751,0,Los Titanes,Hard Salsa Coast To Coast  Vol 2,Dejaria Todo,,235.93751,2,0.409,1,0.408,-6.139,92.884,4,0.297,0.27,315.0,162.0,63.0,88.0,94.0,79.0,50.0,84.0,50.0,42.0,13.0,8.0
6752,6752,disco,Syl Johnson,The Complete Syl Johnson on Hi Records,Diamond In The Rough,"Centerville, TN",176.74404,4,0.535,0,0.404,-8.242,144.344,4,0.482,0.148,236.0,141.0,96.0,46.0,23.0,24.0,9.0,33.0,33.0,31.0,19.0,11.0
6753,6753,electronic,Pariah,Resilience / Shadow World,Resilience,"Ewing, NJ",501.83791,2,0.019,1,0.244,-6.217,170.063,4,0.69,0.386,1028.0,113.0,229.0,249.0,9.0,109.0,29.0,158.0,69.0,2.0,4.0,1.0
6754,6754,hard bop,Chico Hamilton,Heritage,Denise (Jeremy Carlstedt Funk Variation),"Los Angeles, CA",270.602,6,0.47,0,0.572,-8.264,88.98,4,1.0,0.166,213.0,179.0,107.0,102.0,110.0,73.0,47.0,25.0,40.0,31.0,20.0,10.0
6755,6755,dancehall,Chico,Riddim Driven: Career,Have U Own Things,Tennessee,179.09506,10,0.26,0,0.568,-7.91,127.839,3,1.0,0.0,229.0,92.0,96.0,57.0,56.0,124.0,33.0,43.0,36.0,18.0,33.0,10.0
6756,6756,hip hop,Electric O & Ishkan,Cock Dynamiks: Sensual Canadian Hip-Hop,The Three X's,Singapore,304.09098,6,0.248,1,0.354,-9.464,88.985,4,0.639,0.0,267.0,332.0,210.0,169.0,82.0,53.0,15.0,20.0,34.0,77.0,106.0,29.0
6757,6757,hip hop,RUN-DMC Featuring Jagged Edge,Crown Royal,Let's Stay Together (Together Forever),,197.77261,2,0.303,0,0.354,-8.689,108.069,4,0.623,0.345,177.0,102.0,134.0,57.0,43.0,73.0,47.0,73.0,45.0,43.0,4.0,2.0
6758,6758,hardcore punk,Converge,No Heroes,To the Lions,"Boston, Brooklyn USA",220.49914,8,0.447,1,0.42,-3.884,110.631,4,1.0,0.0,116.0,109.0,46.0,46.0,31.0,34.0,27.0,19.0,7.0,4.0,7.0,2.0
6759,6759,0,City High,City High,The Only One I Trust,,256.33914,2,0.442,0,0.641,-10.426,92.922,3,0.851,0.0,393.0,143.0,113.0,68.0,47.0,56.0,23.0,46.0,26.0,19.0,4.0,2.0
6760,6760,blues,Johnny Otis,Johnny Otis and the Good Time Blues 5,Head Hunter,"Vallejo, CA",182.46485,10,0.015,0,0.285,-12.418,141.662,4,0.774,0.413,226.0,69.0,28.0,48.0,13.0,16.0,12.0,16.0,45.0,10.0,41.0,66.0
6761,6761,0,Leon Berry,Giant Wurlitzer Pipe Organ Vol. 1,Waltzing Matilda,,171.59791,3,0.706,1,0.608,-9.612,123.816,4,0.484,0.427,168.0,29.0,57.0,16.0,24.0,46.0,10.0,40.0,17.0,7.0,8.0,6.0
6762,6762,bluegrass,Dr. Elmo,Hip Hopped Grandma,E-mail From Nigeria,California - SF,203.78077,5,0.175,0,0.279,-13.557,97.972,5,0.694,0.0,128.0,123.0,86.0,82.0,69.0,107.0,45.0,51.0,28.0,35.0,33.0,10.0
6763,6763,alternative metal,Soundgarden,Badmotorfinger,Slaves & Bulldozers,Seattle,415.81669,0,0.371,1,0.356,-9.306,131.272,4,0.59,0.0,400.0,217.0,116.0,153.0,119.0,51.0,5.0,22.0,9.0,5.0,2.0,0.0
6764,6764,dark wave,Vorstadtkinder,Ultra Dark Radio - Compilation III. Mensch und Maschine,Los!,,291.21261,7,0.593,1,0.634,-4.07,179.82,4,0.0,0.729,250.0,80.0,62.0,33.0,34.0,30.0,14.0,42.0,16.0,22.0,3.0,16.0
6765,6765,latin,Leo Gandelman,Western World (Ocidente),Saxambando,"Rio de Janeiro, BR",119.09179,5,0.0,0,0.243,-12.998,63.316,1,0.0,2.589,178.0,174.0,52.0,5.0,11.0,55.0,73.0,51.0,1.0,0.0,4.0,1.0
6766,6766,latin pop,David Saylor,Un Trozo de Mi,Ven a Mi,,252.13342,11,0.0,0,0.132,-6.143,124.062,4,0.775,0.0,189.0,103.0,153.0,64.0,75.0,86.0,36.0,76.0,31.0,50.0,47.0,9.0
6767,6767,alternative rock,Nick Cave & The Bad Seeds,Let Love In,Loverman,,382.01424,5,0.515,0,0.363,-7.971,137.589,4,0.0,0.498,262.0,112.0,60.0,57.0,20.0,30.0,15.0,46.0,26.0,25.0,178.0,97.0
6768,6768,electronic,Milk Inc.,Supersized,No Angel (radio/album),,239.82975,1,0.617,0,0.645,-6.263,140.972,4,0.0,0.0,511.0,120.0,40.0,36.0,19.0,55.0,26.0,57.0,49.0,28.0,7.0,5.0
6769,6769,reggae,Delroy Wilson,Dub Plate Style,Conquer Me,"Kingston, Jamaica",180.53179,8,0.118,1,0.282,-9.068,151.498,4,0.0,0.189,280.0,128.0,63.0,47.0,74.0,82.0,85.0,31.0,11.0,15.0,12.0,2.0
6770,6770,0,YGGDRASIL,Herrelaus,Nordfjorloftet,"Lund, Sweden",190.69342,11,0.281,1,0.475,-14.636,132.261,1,0.295,0.345,314.0,62.0,93.0,42.0,57.0,30.0,37.0,73.0,9.0,1.0,1.0,0.0
6771,6771,electronic,Kat Deluna / Akon,Push Push,Push Push,,188.96934,11,0.566,0,0.553,-4.87,130.073,4,0.32,0.0,138.0,61.0,61.0,38.0,64.0,196.0,40.0,46.0,14.0,25.0,16.0,8.0
6772,6772,gangsta rap,N.W.A.,Straight Outta Compton (2002 Digital Remaster) (Explicit),Bonus Beats (2002 Digital Remaster),"Compton, California, USA.",183.14404,0,0.0,1,0.0,-9.385,96.171,4,1.0,0.259,121.0,51.0,49.0,34.0,72.0,11.0,117.0,12.0,144.0,119.0,63.0,0.0
6773,6773,pop,6CycleMind,Home,Across The Universe,Metro Manila,267.38893,1,1.0,1,0.829,-7.604,74.068,4,0.574,0.0,515.0,30.0,60.0,19.0,16.0,36.0,7.0,52.0,12.0,8.0,9.0,1.0
6774,6774,folk,Catherine Howe,Harry / Silent Mother Nature,Where Would You Start? (From Harry),"Yorkshire, England",257.14893,9,0.542,1,0.575,-14.166,121.452,4,0.962,0.282,234.0,66.0,79.0,47.0,40.0,73.0,14.0,61.0,14.0,5.0,11.0,1.0
6775,6775,blues,Doyle Bramhall,Is It News,Chateau Strut,"Dallas, TX",235.59791,1,0.771,1,0.513,-8.693,147.066,4,0.476,0.148,272.0,97.0,79.0,72.0,18.0,157.0,70.0,40.0,10.0,13.0,12.0,16.0
6776,6776,east coast hip hop,Slick Rick,The Art Of Storytelling,Kill Niggaz,"London, England",169.69098,4,0.346,1,0.312,-6.669,92.551,3,1.0,0.0,148.0,95.0,91.0,118.0,56.0,52.0,29.0,72.0,39.0,9.0,34.0,12.0
6777,6777,breakbeat,Rihanna,Good Girl Gone Bad: The Remixes,Breakin' Dishes,"St Michael, Barbados ",199.6273,11,0.699,0,0.671,-6.194,127.908,4,0.0,0.061,252.0,91.0,52.0,69.0,62.0,170.0,58.0,73.0,20.0,40.0,69.0,26.0
6778,6778,comedy,The Firesign Theatre,Boom Dot Bust,We Heart Billville (LP Version),Texas,108.25098,2,0.466,1,0.507,-17.074,57.308,4,0.615,0.0,77.0,56.0,42.0,58.0,45.0,34.0,12.0,31.0,11.0,24.0,11.0,7.0
6779,6779,alternative rock,Fudge Tunnel,In A Word,Gut Rot,Nottingham,235.7024,9,0.547,1,0.723,-12.422,80.624,5,0.792,0.764,228.0,123.0,79.0,41.0,31.0,38.0,60.0,124.0,17.0,30.0,5.0,3.0
6780,6780,electronic,Der Plan,Geri Reig Und Normalette Surprise,Was Ich Von Mir Denke,,213.91628,11,0.026,0,0.148,-17.241,99.348,4,0.615,3.779,195.0,77.0,71.0,91.0,106.0,30.0,48.0,59.0,10.0,10.0,0.0,0.0
6781,6781,avant-garde,Megadrums,Ketu,Suar Agung,,314.17424,6,1.0,1,0.912,-18.674,104.803,1,0.0,0.0,634.0,281.0,66.0,159.0,89.0,43.0,23.0,71.0,28.0,18.0,81.0,19.0
6782,6782,chiptune,Sun Yan-Zi,Start,That's The Way It Is,,215.53587,1,0.473,1,0.595,-7.547,86.06,5,0.662,8.098,306.0,68.0,72.0,40.0,36.0,123.0,17.0,49.0,19.0,31.0,43.0,8.0
6783,6783,electro,Cobra Killer,Uppers & Downers,The Universe is in the Oven,,233.40363,2,0.119,1,0.422,-6.857,97.433,4,0.847,0.096,194.0,43.0,78.0,188.0,30.0,5.0,32.0,74.0,1.0,58.0,7.0,1.0
6784,6784,0,Michael Gettel,San Juan Suite/San Juan Suite II: Narada Classics,Wind And Water,,308.87138,6,0.773,0,0.734,-15.941,152.935,4,0.051,3.506,442.0,53.0,86.0,27.0,24.0,82.0,8.0,16.0,8.0,6.0,3.0,0.0
6785,6785,0,Eddie Cano,Here is Fabulous Eddie Cano,Barsanova Brown (Album Version),,129.12281,5,0.251,0,0.369,-13.259,124.726,5,0.682,0.178,84.0,38.0,84.0,167.0,24.0,64.0,17.0,24.0,37.0,4.0,16.0,1.0
6786,6786,0,Tex Williams,Vintage Collections,Smoke! Smoke! Smoke! (That Cigarette),"Ramsey, Fayette County, IL",174.73261,9,0.606,1,0.453,-11.992,84.851,5,0.423,1.03,147.0,125.0,83.0,86.0,61.0,108.0,21.0,54.0,36.0,22.0,11.0,6.0
6787,6787,dance-pop,Prince & Tevin Campbell,Music From Graffiti Bridge,Round and Round ( LP Version ),"Minneapolis, MN",235.78077,7,0.432,1,0.463,-10.485,107.469,4,0.965,0.078,317.0,294.0,140.0,39.0,64.0,49.0,65.0,46.0,43.0,60.0,62.0,48.0
6788,6788,punk,The Marx Brothers,The Cocoanuts / Monkey Business,Florida By the Sea - The Cocoanuts,"New York City, New York",128.23465,8,0.71,1,0.841,-12.73,91.722,3,0.481,0.0,112.0,35.0,48.0,51.0,16.0,31.0,5.0,32.0,22.0,10.0,5.0,1.0
6789,6789,pop,Lynette Schultz,It's Only Natural,Take Me Down To LA,,250.98404,9,0.636,1,0.619,-7.911,154.734,1,0.0,0.374,268.0,83.0,114.0,178.0,86.0,92.0,28.0,43.0,97.0,20.0,3.0,11.0
6790,6790,0,The Cannanes,Living the dream,Winding Down Again,Australia,188.31628,7,0.558,1,0.557,-12.704,161.045,4,0.667,0.0,385.0,53.0,31.0,11.0,74.0,22.0,6.0,57.0,2.0,10.0,3.0,57.0
6791,6791,0,Pantanito,Pantanito,Aceite,Barcelona ,51.12118,11,0.0,0,0.0,-7.622,112.995,4,0.611,0.0,38.0,34.0,11.0,15.0,26.0,26.0,21.0,11.0,4.0,9.0,24.0,26.0
6792,6792,latin,Los Originales De San Juan,La Caspa Del Diablo-Corridos A Toda Ley,Domingo Valdovinos,,181.86404,7,0.802,1,0.619,-8.196,112.442,3,1.0,0.457,158.0,178.0,99.0,62.0,27.0,26.0,43.0,48.0,49.0,33.0,26.0,6.0
6793,6793,americana,Paul Thorn,Aint Love Strange,Mood Ring,,236.53832,7,0.848,1,0.736,-8.146,159.894,4,0.0,0.554,278.0,67.0,100.0,28.0,35.0,37.0,16.0,65.0,16.0,35.0,1.0,30.0
6794,6794,alternative rock,The Fray,The Fray,Absolute,"Denver, CO",227.082,3,0.222,1,0.437,-5.432,140.577,4,0.79,0.148,291.0,26.0,43.0,37.0,28.0,54.0,9.0,55.0,8.0,5.0,31.0,1.0
6795,6795,alternative rock,Fun Lovin' Criminals,Come Find Yourself,We Have All The Time In The World,,221.33506,9,0.0,1,0.0,-9.472,91.833,4,1.0,0.444,366.0,81.0,37.0,67.0,55.0,121.0,13.0,9.0,38.0,27.0,7.0,4.0
6796,6796,ambient,Pitch Black,Ape to Angel,Smpty spaces missing units,"Oakland, CA",379.66322,1,0.585,1,0.442,-20.269,106.683,1,0.599,7.732,923.0,300.0,73.0,36.0,67.0,131.0,74.0,8.0,4.0,3.0,4.0,0.0
6797,6797,pop,Janet Paschal/Charlotte Ritchie/David Phelps,Bill Gaither's Best Of Homecoming 2002,It Won't Rain Always,North Carolina,202.4224,4,0.756,1,0.799,-24.057,103.47,4,1.0,0.554,241.0,32.0,40.0,42.0,20.0,33.0,9.0,35.0,16.0,7.0,20.0,3.0
6798,6798,0,The Fureys,The Essential Fureys,The Anniversary Waltz,,240.74404,11,0.039,0,0.298,-18.302,89.236,3,0.839,3.785,254.0,109.0,72.0,44.0,36.0,106.0,21.0,20.0,9.0,24.0,20.0,21.0
6799,6799,rock,Pedro Aznar,David Y Goliath,Amor De Juventud,"Buenos Aires, Argentina",368.3522,7,0.606,1,0.588,-16.223,127.279,4,0.0,0.258,504.0,81.0,69.0,47.0,51.0,56.0,21.0,53.0,17.0,9.0,2.0,6.0
6800,6800,0,Gloriana,Napoli... Canzoni eterne_ vol. 3,Bambenella d' 'o mercato,"Nashville, TN.",196.30975,10,0.051,0,0.194,-14.441,112.681,4,0.378,0.264,141.0,141.0,84.0,44.0,68.0,82.0,44.0,38.0,21.0,22.0,22.0,3.0
6801,6801,blues,Stevie Ray Vaughan And Double Trouble,Texas Flood,Mary Had A Little Lamb,"Dallas, TX",166.73914,8,0.649,1,0.583,-14.373,122.546,4,0.454,0.061,135.0,106.0,74.0,38.0,26.0,43.0,20.0,47.0,23.0,43.0,1.0,0.0
6802,6802,folk,Jope Ruonansuu,Kunnioittaen-Yhden miehen tribuutti,Matti Ja Teppo,,216.63302,4,0.633,0,0.516,-7.714,127.968,4,0.822,0.171,198.0,47.0,24.0,61.0,111.0,66.0,51.0,71.0,26.0,41.0,37.0,132.0
6803,6803,alternative metal,Jane's Addiction,Ritual De Lo Habitual,Ain't No Right ( LP Version ),"Los Angeles, CA",214.54322,11,0.549,1,0.48,-10.451,139.211,4,1.0,3.477,226.0,76.0,29.0,31.0,46.0,95.0,26.0,16.0,15.0,42.0,74.0,21.0
6804,6804,dancehall,Tyrone Taylor,Reggae Anthology: Joe Gibbs - Scorchers From The Mighty Two,Heavy Waist Line,,161.61914,11,0.332,0,0.436,-11.879,102.637,5,1.0,0.0,116.0,168.0,80.0,32.0,48.0,75.0,56.0,26.0,31.0,63.0,35.0,15.0
6805,6805,0,Los Traileros Del Norte,A Todo Terreno,Andale,,152.89424,0,0.007,1,0.231,-8.263,94.895,4,0.057,0.067,141.0,116.0,119.0,92.0,64.0,118.0,17.0,22.0,50.0,20.0,2.0,2.0
6806,6806,country,James Taylor,Listen With James,Brighten Your Night With My Day,"London, England",153.28608,9,0.475,1,0.484,-26.024,79.499,4,0.225,0.09,138.0,55.0,42.0,23.0,11.0,22.0,21.0,15.0,9.0,22.0,17.0,10.0
6807,6807,electronic,Nino Nardini,Luke Vibert's Nuggets,Bumbling Along,,33.20118,0,0.378,1,0.408,-8.837,88.678,1,0.993,0.142,38.0,14.0,17.0,6.0,5.0,10.0,3.0,25.0,2.0,10.0,3.0,1.0
6808,6808,0,Carlos Jimenez_ J Elvira_ Oliversam,Club_ Crucial and Crossover,La vida (Jp Candela & Vlada Asanin club mix),NY - New York City,367.46404,5,0.24,0,0.304,-11.861,0.0,3,1.0,0.0,885.0,272.0,57.0,149.0,19.0,158.0,86.0,250.0,303.0,3.0,111.0,14.0
6809,6809,electronic,Andreas Dorau,Compact Disco Volume Two - Ladomat 2000,So Ist Das Nun Mal,,312.94649,7,0.604,1,0.568,-11.188,84.994,1,1.0,0.218,177.0,155.0,37.0,12.0,67.0,42.0,12.0,42.0,105.0,389.0,316.0,204.0
6810,6810,0,Roy Brown,Blues In My Shoes,Travelin' Blues,"New Orleans, LA",229.51138,1,0.476,1,0.45,-15.93,159.356,3,1.0,0.258,178.0,93.0,78.0,72.0,45.0,56.0,33.0,26.0,44.0,7.0,13.0,12.0
6811,6811,electronic,AZ,Music for Scattered Brains,Pleas Made Against Stasis,"Oakland, CA",134.81751,0,0.478,0,0.331,-24.904,36.802,1,0.0,0.073,123.0,48.0,24.0,30.0,5.0,4.0,20.0,27.0,11.0,18.0,16.0,7.0
6812,6812,sea shanty,Spongebob Squarepants,Het Spongebob Squarepants Lied,Het Spongebob Squarepants Lied,"LOS ANGELES, California",144.61342,7,0.079,1,0.461,-8.597,125.261,4,0.0,0.345,147.0,86.0,40.0,28.0,36.0,87.0,36.0,61.0,15.0,17.0,13.0,3.0
6813,6813,blues,Blind Boy Fuller,Sweet Honey Hole,Big Leg Woman Gets My Pay,"Wadesboro, NC",162.29832,2,0.198,0,0.152,-18.745,172.703,4,0.0,0.0,172.0,77.0,63.0,102.0,39.0,90.0,19.0,28.0,23.0,11.0,16.0,5.0
6814,6814,alternative rock,Nirvana,From The Muddy Banks Of The Wishkah,Aneurysm,"London, England",271.69914,7,0.226,1,0.391,-4.734,137.231,4,0.796,0.0,221.0,99.0,32.0,20.0,35.0,44.0,46.0,22.0,17.0,13.0,23.0,38.0
6815,6815,blues rock,Santana,Ultimate Santana,Interplanetary Party,"San Francisco, California",246.72608,9,0.01,0,0.191,-4.146,84.014,1,0.381,0.101,203.0,197.0,89.0,100.0,62.0,50.0,44.0,59.0,77.0,39.0,24.0,5.0
6816,6816,country,Arthur Tracy,Street Singer,So Do I,"Kamenetz-Podolsk, Moldavia",165.642,0,0.73,1,0.667,-19.212,123.924,7,0.742,0.197,145.0,60.0,47.0,23.0,20.0,13.0,10.0,20.0,5.0,16.0,7.0,12.0
6817,6817,electronic,Roger Sanchez,Lost,Lost,"New York, NY",532.37506,7,0.276,0,0.172,-11.049,127.929,5,1.0,0.0,532.0,273.0,449.0,171.0,213.0,429.0,271.0,405.0,110.0,26.0,113.0,23.0
6818,6818,blues,"Clarence ""Gatemouth"" Brown",The Man,Someday My Luck Will Change,"Vinton, LA",333.37424,5,0.68,0,0.547,-9.888,89.015,3,1.0,0.56,548.0,110.0,85.0,67.0,56.0,40.0,31.0,22.0,26.0,18.0,19.0,5.0
6819,6819,cantopop,Candy Lo,Upclose Candy Lo,Ma Zui,,247.58812,2,0.454,1,0.579,-8.006,105.78,4,0.857,5.834,307.0,162.0,54.0,37.0,28.0,67.0,29.0,44.0,24.0,33.0,27.0,28.0
6820,6820,folk rock,Leningrad Cowboys,Go space,Ulan Bator Girls,,195.5522,9,0.471,1,0.376,-7.497,169.938,4,1.0,0.334,161.0,145.0,91.0,45.0,37.0,35.0,37.0,48.0,30.0,15.0,10.0,8.0
6821,6821,funk,Pete Philly & Perquisite,Mystery Repeats - The Live Edition,Eager (Live),"Amsterdam, The Netherlands",269.40036,11,0.644,0,0.627,-7.307,104.57,4,1.0,0.0,325.0,195.0,94.0,105.0,51.0,90.0,68.0,48.0,41.0,43.0,80.0,58.0
6822,6822,psychedelic rock,Cross Country,Cross Country,In The Midnight Hour,"Auburn, CA",193.64526,4,0.732,1,0.606,-13.485,81.95,1,0.2,0.525,252.0,34.0,36.0,21.0,41.0,56.0,2.0,31.0,7.0,8.0,9.0,12.0
6823,6823,rock,Mr Brown,Liar Liar,The Roof Song,Mississippi Gulf Coast,266.44853,11,0.07,1,0.381,-7.176,79.993,4,0.245,0.241,361.0,62.0,44.0,52.0,64.0,48.0,9.0,19.0,4.0,14.0,14.0,23.0
6824,6824,hard rock,Epitaph,Dancing With Ghosts,Ride The Storm,"台北, Taiwan",247.14404,4,0.86,0,0.856,-5.67,81.887,4,0.628,0.313,215.0,64.0,79.0,70.0,57.0,34.0,26.0,65.0,16.0,13.0,6.0,6.0
6825,6825,congolese rumba,Wendo Kolosoy,The Very Best of Congolese Rumba : The Kinshasa-Abidjan Sessions (le meilleur de la rumba congolais,Marie Marie,,397.76608,0,0.677,1,0.652,-6.819,81.249,3,1.0,0.0,564.0,64.0,202.0,173.0,275.0,63.0,28.0,94.0,7.0,69.0,20.0,32.0
6826,6826,contemporary christian,Jaci Velasquez,Love Out Loud,Nothing But Sky [Outro] (Album Version),,62.27546,10,0.447,1,0.382,-7.255,104.064,4,0.188,4.023,123.0,19.0,9.0,1.0,2.0,31.0,15.0,58.0,7.0,14.0,2.0,2.0
6827,6827,blues,Charley Patton,Charley Patton Vol. 1 (1929),Mississippi Boweavil Blues,"Edwards, MS",191.11138,6,0.001,1,0.129,-14.873,114.177,7,0.535,0.729,189.0,119.0,24.0,45.0,43.0,114.0,53.0,1.0,12.0,17.0,5.0,0.0
6828,6828,britpop,The Fray,NOW That's What I Call Music_ Vol. 31,You Found Me,"Denver, CO",240.56118,11,0.395,1,0.477,-6.093,151.983,4,0.739,0.0,250.0,42.0,66.0,65.0,49.0,64.0,9.0,45.0,10.0,10.0,31.0,29.0
6829,6829,dancehall,Buju Banton,Friends For Life,Excerpt Of A Speech By Marcus Mosiah Garvey,"Kingston, Jamaica",56.842,1,0.191,1,0.451,-21.569,104.775,5,0.835,0.154,62.0,46.0,13.0,7.0,17.0,40.0,30.0,6.0,0.0,2.0,1.0,3.0
6830,6830,dub,Manjul,Faso Kanou,Any Wich Way (Freedom Must Come),,226.21995,1,0.696,1,0.619,-11.675,155.012,4,0.0,0.0,264.0,102.0,36.0,50.0,32.0,29.0,35.0,192.0,62.0,10.0,31.0,17.0
6831,6831,candombe,Bersuit Vergarabat,De La Cabeza Con Bersuit Vergarabat,Se Viene,Buenos Aires,220.29016,7,0.334,1,0.592,-3.935,148.412,4,0.234,0.0,170.0,79.0,81.0,95.0,95.0,55.0,21.0,56.0,27.0,61.0,13.0,24.0
