MB Genre,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
contemporary jazz,265.61261,10,0.307,1,0.21,-8.559,123.768,3,0.298,0.142,427.0,123.0,92.0,56.0,41.0,137.0,29.0,49.0,24.0,18.0,24.0,16.0
jazz,242.83383,2,0.253,1,0.483,-19.173,75.297,5,0.83,0.0,206.0,51.0,36.0,37.0,24.0,63.0,16.0,29.0,6.0,13.0,16.0,3.0
reggae,231.49669,6,0.727,1,0.579,-6.092,153.052,4,0.195,0.171,232.0,174.0,40.0,50.0,113.0,105.0,96.0,66.0,28.0,58.0,119.0,15.0
east coast hip hop,199.81016,11,0.097,0,0.351,-3.58,92.8,4,1.0,0.0,159.0,234.0,133.0,78.0,56.0,69.0,46.0,41.0,59.0,54.0,51.0,21.0
ballad,181.65506,7,0.024,1,0.425,-9.249,116.024,4,0.866,1.622,187.0,126.0,26.0,17.0,53.0,50.0,124.0,69.0,10.0,9.0,11.0,12.0
jazz,313.7824,7,0.241,1,0.362,-11.488,107.197,3,1.0,0.427,240.0,91.0,169.0,64.0,70.0,39.0,37.0,63.0,53.0,59.0,16.0,6.0
ballad,192.20853,4,0.645,0,0.478,-7.012,141.681,4,0.55,0.0,303.0,65.0,40.0,30.0,54.0,100.0,13.0,58.0,9.0,24.0,13.0,28.0
blues rock,184.78975,2,1.0,1,0.886,-10.939,149.981,7,0.158,0.386,124.0,106.0,40.0,12.0,40.0,36.0,34.0,31.0,17.0,7.0,1.0,0.0
country,244.92363,11,0.114,1,0.376,-6.165,88.566,3,1.0,0.204,301.0,46.0,55.0,32.0,22.0,72.0,14.0,39.0,6.0,4.0,18.0,12.0
alternative metal,185.10322,6,0.388,1,0.394,-3.261,144.017,4,0.837,0.118,136.0,109.0,50.0,61.0,62.0,57.0,45.0,40.0,18.0,4.0,5.0,3.0
classical,154.38322,1,0.084,1,0.492,-19.751,98.509,4,0.364,2.781,176.0,35.0,5.0,5.0,14.0,3.0,2.0,40.0,18.0,2.0,0.0,14.0
soul,238.39302,7,0.55,1,0.494,-5.906,85.973,4,0.421,0.311,270.0,104.0,153.0,49.0,52.0,65.0,25.0,68.0,31.0,36.0,4.0,7.0
alternative rock,271.12444,0,0.62,1,0.627,-6.051,152.461,4,0.369,0.235,221.0,65.0,39.0,40.0,29.0,89.0,17.0,63.0,11.0,26.0,21.0,15.0
blues,36.10077,7,0.006,1,0.169,-14.641,114.057,3,0.741,0.0,21.0,32.0,22.0,18.0,12.0,7.0,3.0,6.0,9.0,9.0,7.0,4.0
blues rock,275.46077,6,0.104,1,0.368,-10.752,161.68,3,0.457,0.183,326.0,25.0,9.0,10.0,3.0,176.0,4.0,35.0,2.0,0.0,62.0,6.0
classical,703.9473,9,0.802,1,0.772,-21.031,107.684,4,0.686,14.82,1013.0,45.0,191.0,73.0,18.0,76.0,0.0,42.0,50.0,14.0,56.0,2.0
ambient,379.66322,1,0.585,1,0.442,-20.269,106.683,1,0.599,7.732,923.0,300.0,73.0,36.0,67.0,131.0,74.0,8.0,4.0,3.0,4.0,0.0
alternative rock,117.002,7,0.458,1,0.44,-5.699,152.127,4,0.651,0.0,147.0,55.0,41.0,29.0,17.0,18.0,4.0,16.0,12.0,4.0,0.0,3.0
alternative metal,124.13342,7,0.099,1,0.452,-3.988,114.638,1,0.341,0.0,62.0,73.0,51.0,33.0,24.0,22.0,44.0,51.0,31.0,16.0,4.0,2.0
latin,236.77342,9,0.587,0,0.487,-4.548,122.645,5,0.749,0.0,204.0,155.0,70.0,64.0,88.0,89.0,58.0,61.0,83.0,62.0,31.0,31.0
jazz,147.59138,1,0.506,1,0.379,-22.729,64.79,1,0.994,0.396,122.0,18.0,35.0,18.0,7.0,27.0,12.0,28.0,12.0,7.0,4.0,3.0
blues,278.30812,9,0.277,1,0.351,-3.879,107.053,4,0.657,0.353,377.0,130.0,102.0,46.0,68.0,121.0,17.0,46.0,43.0,33.0,13.0,9.0
country,141.47873,2,0.536,1,0.534,-11.852,120.546,4,0.93,0.188,156.0,100.0,86.0,45.0,28.0,35.0,34.0,29.0,24.0,10.0,1.0,6.0
country,268.7473,3,0.578,1,0.604,-13.505,96.243,3,0.876,0.473,355.0,65.0,54.0,49.0,17.0,66.0,21.0,50.0,16.0,6.0,28.0,3.0
hip hop,188.05506,2,0.475,1,0.474,-5.022,92.571,4,0.725,0.241,306.0,208.0,59.0,22.0,22.0,32.0,53.0,75.0,42.0,20.0,13.0,1.0
contemporary r&b,307.3824,3,0.524,1,0.533,-8.346,125.197,3,0.211,0.612,347.0,206.0,107.0,105.0,28.0,82.0,119.0,21.0,26.0,14.0,7.0,0.0
jazz,356.41424,8,0.493,1,0.417,-14.445,135.374,4,0.695,0.0,488.0,260.0,123.0,102.0,135.0,67.0,85.0,229.0,65.0,29.0,42.0,21.0
jazz,339.09506,11,0.131,0,0.308,-14.253,132.465,4,0.435,0.0,570.0,152.0,83.0,42.0,30.0,97.0,27.0,52.0,52.0,27.0,42.0,25.0
breakbeat,123.61098,2,0.159,1,0.388,-4.652,100.006,4,0.682,0.438,45.0,70.0,19.0,22.0,11.0,11.0,20.0,19.0,47.0,19.0,24.0,20.0
alternative rock,258.82077,5,0.42,1,0.47,-5.249,143.021,4,0.637,0.0,280.0,94.0,33.0,18.0,39.0,109.0,12.0,14.0,11.0,25.0,19.0,0.0
pop,201.66485,9,0.676,0,0.965,-5.559,134.882,4,0.779,0.221,247.0,50.0,59.0,19.0,40.0,70.0,15.0,30.0,11.0,19.0,4.0,11.0
electro,259.91791,11,0.771,1,0.587,-6.066,91.988,5,0.943,0.177,456.0,69.0,158.0,59.0,53.0,86.0,39.0,44.0,71.0,14.0,63.0,57.0
electronic,354.19383,11,0.304,0,0.347,-12.183,135.57,4,0.497,0.177,429.0,225.0,206.0,46.0,43.0,53.0,31.0,88.0,216.0,337.0,78.0,88.0
alternative rock,219.19302,4,0.799,1,0.649,-7.95,129.953,4,0.713,0.999,256.0,44.0,28.0,53.0,21.0,44.0,14.0,40.0,29.0,4.0,18.0,8.0
contemporary r&b,67.10812,2,0.603,0,0.673,-19.99,120.45,5,0.648,3.779,53.0,16.0,11.0,13.0,13.0,12.0,1.0,3.0,1.0,3.0,1.0,0.0
folk rock,180.1922,0,0.452,1,0.558,-17.81,81.256,4,1.0,0.0,242.0,29.0,53.0,27.0,14.0,17.0,0.0,24.0,1.0,12.0,0.0,5.0
alternative rock,229.45914,9,0.811,1,0.784,-3.8,82.282,4,0.683,2.322,260.0,49.0,45.0,24.0,15.0,49.0,1.0,26.0,22.0,12.0,17.0,4.0
blues,187.14077,10,0.626,1,0.613,-15.89,97.761,4,1.0,0.382,119.0,102.0,81.0,36.0,55.0,48.0,21.0,28.0,21.0,28.0,8.0,1.0
ambient,408.00608,7,0.55,1,0.67,-20.42,62.216,1,0.487,0.0,449.0,28.0,123.0,27.0,29.0,67.0,6.0,87.0,3.0,23.0,4.0,5.0
heavy metal,200.41098,5,0.686,1,0.403,-7.759,84.977,4,1.0,0.0,290.0,119.0,24.0,25.0,51.0,150.0,23.0,30.0,21.0,34.0,22.0,9.0
alternative rock,348.78649,10,0.032,1,0.396,-12.041,116.125,4,0.772,0.09,451.0,228.0,192.0,52.0,33.0,17.0,33.0,98.0,116.0,190.0,1.0,4.0
alternative rock,295.28771,4,0.772,0,0.617,-5.493,89.485,4,0.801,0.479,305.0,98.0,96.0,82.0,82.0,79.0,39.0,80.0,32.0,33.0,11.0,23.0
reggae,214.30812,1,0.149,1,0.219,-7.919,139.037,4,0.06,0.148,175.0,159.0,71.0,46.0,46.0,47.0,67.0,54.0,54.0,75.0,64.0,47.0
jazz,256.49587,0,0.847,1,0.744,-9.339,111.039,4,0.63,0.235,295.0,125.0,153.0,131.0,123.0,115.0,103.0,64.0,14.0,25.0,15.0,12.0
hip hop,108.2771,0,0.647,1,0.587,-6.929,160.267,3,0.858,0.264,128.0,75.0,36.0,34.0,32.0,16.0,23.0,22.0,7.0,4.0,2.0,3.0
blues,172.72118,4,0.494,1,0.344,-7.343,107.455,3,1.0,0.183,161.0,60.0,50.0,42.0,31.0,43.0,25.0,41.0,25.0,13.0,14.0,21.0
electronic,127.9473,0,0.655,1,0.525,-12.717,135.78,4,0.087,0.165,183.0,121.0,150.0,57.0,46.0,61.0,46.0,42.0,35.0,39.0,10.0,28.0
reggae,169.53424,4,0.59,1,0.47,-5.914,163.748,7,0.641,0.0,194.0,104.0,104.0,48.0,73.0,37.0,28.0,36.0,28.0,16.0,35.0,15.0
rock,315.16689,2,0.462,1,0.656,-13.097,100.075,4,0.298,0.0,460.0,59.0,165.0,43.0,49.0,80.0,14.0,27.0,8.0,22.0,2.0,9.0
hip hop,238.81098,7,0.194,1,0.223,-6.338,187.835,4,0.149,0.189,226.0,198.0,120.0,111.0,27.0,50.0,39.0,87.0,104.0,97.0,79.0,51.0
contemporary christian,234.47465,0,0.476,1,0.509,-6.814,131.065,4,1.0,0.0,242.0,47.0,151.0,67.0,55.0,114.0,24.0,80.0,19.0,84.0,10.0,30.0
contemporary r&b,376.68526,2,0.312,0,0.52,-11.937,76.385,3,0.6,0.0,567.0,78.0,105.0,75.0,38.0,83.0,13.0,65.0,13.0,16.0,53.0,6.0
alternative rock,300.77342,2,0.714,1,0.667,-11.44,87.679,4,0.877,0.0,243.0,53.0,88.0,56.0,61.0,88.0,29.0,49.0,63.0,22.0,6.0,19.0
blues,378.95791,5,0.138,0,0.267,-5.856,196.141,4,0.617,0.856,614.0,117.0,99.0,116.0,31.0,78.0,52.0,137.0,12.0,50.0,96.0,15.0
electro,312.08444,11,0.541,0,0.485,-8.775,119.562,4,0.316,0.612,500.0,225.0,129.0,157.0,122.0,169.0,89.0,50.0,36.0,76.0,33.0,19.0
folk,230.42567,4,0.708,1,0.662,-8.924,135.642,4,0.385,0.171,261.0,32.0,47.0,41.0,22.0,32.0,9.0,64.0,20.0,7.0,32.0,22.0
east coast hip hop,265.29914,0,0.378,1,0.355,-7.891,211.987,3,0.552,0.0,350.0,190.0,57.0,115.0,35.0,16.0,31.0,55.0,68.0,58.0,125.0,121.0
blues,298.91873,2,0.59,1,0.79,-14.476,94.1,3,0.895,0.618,278.0,139.0,138.0,114.0,47.0,60.0,52.0,64.0,56.0,51.0,11.0,9.0
alternative rock,199.07873,11,0.121,1,0.531,-5.769,93.259,4,0.863,0.142,199.0,51.0,100.0,19.0,18.0,18.0,7.0,23.0,6.0,21.0,5.0,13.0
folk rock,144.03873,7,0.367,1,0.301,-3.942,152.041,4,0.362,0.206,178.0,42.0,71.0,36.0,47.0,16.0,17.0,29.0,17.0,32.0,4.0,41.0
electronic,257.09669,11,0.672,1,0.453,-7.173,140.17,3,0.383,0.0,395.0,200.0,44.0,171.0,42.0,15.0,26.0,28.0,30.0,57.0,58.0,7.0
gangsta rap,227.57832,6,0.004,1,0.116,-6.404,95.585,4,0.948,0.09,349.0,186.0,80.0,56.0,39.0,65.0,59.0,69.0,50.0,30.0,61.0,19.0
hip hop,269.7922,7,0.715,1,0.614,-11.043,90.218,4,1.0,0.218,234.0,192.0,70.0,76.0,74.0,55.0,43.0,68.0,68.0,59.0,74.0,72.0
rock,49.94567,10,0.467,0,0.266,-2.182,174.865,4,0.297,0.0,27.0,15.0,15.0,9.0,9.0,13.0,8.0,7.0,12.0,2.0,7.0,2.0
classic rock,220.89098,9,0.606,1,0.475,-6.302,119.691,4,0.491,0.0,226.0,96.0,51.0,27.0,39.0,57.0,13.0,63.0,7.0,8.0,7.0,5.0
heavy metal,252.62975,6,0.358,1,0.56,-6.172,97.045,3,1.0,0.0,244.0,46.0,101.0,53.0,35.0,100.0,12.0,59.0,8.0,14.0,14.0,0.0
gospel,235.36281,6,0.069,1,0.538,-8.922,103.916,4,0.558,0.287,112.0,157.0,70.0,136.0,103.0,85.0,94.0,108.0,47.0,25.0,83.0,27.0
pop,237.63546,9,0.868,0,0.772,-6.709,130.026,4,0.62,1.431,358.0,68.0,83.0,38.0,38.0,56.0,7.0,33.0,4.0,35.0,3.0,4.0
disco,110.88934,0,0.293,0,0.372,-14.088,100.296,4,1.0,0.136,78.0,64.0,60.0,49.0,35.0,23.0,10.0,18.0,16.0,12.0,10.0,6.0
electro,233.63873,7,0.53,1,0.556,-7.532,92.499,5,0.921,3.117,158.0,93.0,94.0,43.0,56.0,86.0,47.0,60.0,64.0,79.0,43.0,59.0
jazz,210.52036,10,0.71,1,0.773,-12.928,106.658,4,1.0,0.224,219.0,29.0,33.0,32.0,19.0,33.0,3.0,17.0,14.0,3.0,15.0,1.0
blues,129.48853,2,0.151,1,0.437,-6.316,117.73,5,1.0,0.2,159.0,46.0,32.0,21.0,8.0,22.0,3.0,33.0,15.0,9.0,2.0,2.0
rock,740.46649,11,0.537,0,0.615,-10.798,173.468,7,0.796,0.0,894.0,258.0,252.0,172.0,112.0,278.0,62.0,76.0,70.0,73.0,42.0,74.0
downtempo,395.17995,10,0.134,1,0.484,-8.586,124.988,4,1.0,0.137,512.0,478.0,48.0,66.0,15.0,21.0,77.0,152.0,370.0,154.0,0.0,0.0
pop,189.36118,4,0.568,1,0.532,-9.774,112.78,4,0.322,3.529,220.0,121.0,39.0,33.0,36.0,60.0,47.0,29.0,28.0,18.0,9.0,13.0
downtempo,38.922,0,0.572,1,0.446,-18.406,83.412,1,0.74,0.0,18.0,12.0,13.0,2.0,5.0,6.0,1.0,10.0,1.0,3.0,5.0,11.0
soul,259.23873,10,0.559,0,0.302,-9.654,144.026,4,0.968,0.359,235.0,104.0,72.0,54.0,48.0,111.0,47.0,102.0,30.0,31.0,40.0,6.0
electronic,226.92526,5,0.858,1,0.563,-4.83,143.932,4,0.98,0.0,172.0,112.0,30.0,67.0,73.0,56.0,35.0,39.0,75.0,77.0,41.0,21.0
pop,151.09179,2,0.263,1,0.404,-7.246,98.733,4,0.288,4.528,170.0,90.0,77.0,94.0,86.0,69.0,49.0,55.0,39.0,17.0,12.0,15.0
electronic,380.44689,4,0.056,0,0.206,-3.584,88.973,4,1.0,0.0,528.0,188.0,79.0,189.0,113.0,119.0,78.0,118.0,71.0,27.0,41.0,9.0
ambient,243.25179,6,0.502,0,0.294,-7.8,142.212,4,0.68,0.0,274.0,110.0,94.0,149.0,31.0,62.0,35.0,77.0,93.0,25.0,22.0,29.0
latin,186.09587,7,0.459,1,0.568,-5.274,135.016,4,0.529,0.218,258.0,41.0,62.0,20.0,34.0,41.0,6.0,40.0,2.0,22.0,0.0,1.0
ambient,338.75546,2,0.012,1,0.367,-10.879,94.849,4,1.0,4.632,417.0,44.0,104.0,110.0,45.0,205.0,16.0,91.0,86.0,26.0,11.0,7.0
hip hop,212.32281,9,0.036,0,0.142,-4.751,85.138,4,0.399,0.171,287.0,176.0,72.0,63.0,43.0,46.0,70.0,28.0,24.0,33.0,69.0,38.0
soul,192.65261,10,0.253,0,0.397,-13.781,160.011,4,0.656,0.212,156.0,87.0,49.0,26.0,45.0,133.0,38.0,43.0,40.0,25.0,13.0,12.0
hip hop,203.67628,6,0.123,1,0.513,-5.234,98.983,4,1.0,0.0,266.0,130.0,81.0,90.0,58.0,31.0,37.0,50.0,38.0,34.0,31.0,18.0
gospel,229.22404,2,0.56,0,0.606,-11.902,88.984,4,0.504,5.579,320.0,124.0,111.0,46.0,29.0,60.0,21.0,46.0,23.0,26.0,21.0,4.0
blues,198.50404,5,0.166,1,0.277,-16.274,101.77,5,0.722,0.29,169.0,78.0,77.0,79.0,35.0,40.0,23.0,44.0,10.0,17.0,6.0,4.0
blues,182.46485,10,0.015,0,0.285,-12.418,141.662,4,0.774,0.413,226.0,69.0,28.0,48.0,13.0,16.0,12.0,16.0,45.0,10.0,41.0,66.0
electronic,401.65832,1,0.866,1,0.67,-14.129,124.754,4,0.421,0.266,224.0,135.0,296.0,81.0,130.0,162.0,67.0,139.0,66.0,67.0,43.0,1.0
blues,156.42077,0,0.15,1,0.309,-20.174,136.821,4,0.097,0.229,187.0,47.0,46.0,27.0,23.0,13.0,21.0,44.0,12.0,50.0,17.0,2.0
hip hop,259.3171,9,0.365,1,0.392,-12.595,96.627,4,1.0,0.218,341.0,142.0,55.0,69.0,127.0,74.0,25.0,81.0,43.0,40.0,28.0,15.0
soul,193.95873,6,0.827,1,0.645,-14.477,100.922,4,0.364,0.345,216.0,64.0,57.0,33.0,28.0,52.0,19.0,32.0,5.0,23.0,8.0,1.0
electronic,215.7971,6,0.317,0,0.371,-14.401,113.131,3,0.64,0.0,123.0,148.0,112.0,108.0,74.0,62.0,39.0,46.0,35.0,24.0,22.0,18.0
alternative rock,231.07873,5,0.048,0,0.296,-8.096,124.534,3,1.0,0.428,243.0,26.0,43.0,38.0,17.0,63.0,10.0,31.0,12.0,2.0,20.0,1.0
gangsta rap,260.10077,9,0.428,1,0.403,-4.595,169.672,4,0.825,2.02,256.0,144.0,140.0,97.0,89.0,95.0,89.0,42.0,83.0,59.0,22.0,5.0
blues,257.82812,7,0.523,1,0.608,-6.479,115.018,3,0.175,0.296,331.0,86.0,98.0,49.0,41.0,42.0,23.0,40.0,13.0,14.0,10.0,10.0
contemporary r&b,244.45342,6,0.649,1,0.35,-12.518,74.078,7,1.0,0.0,267.0,110.0,89.0,45.0,33.0,55.0,18.0,19.0,10.0,15.0,17.0,2.0
blues,163.10812,5,0.566,0,0.433,-10.446,116.461,3,1.0,0.35,119.0,88.0,67.0,51.0,31.0,35.0,33.0,29.0,17.0,22.0,10.0,6.0
pop rock,243.82649,5,0.126,0,0.293,-10.957,133.339,4,0.82,2.798,305.0,129.0,69.0,64.0,68.0,80.0,32.0,48.0,35.0,27.0,18.0,18.0
pop,207.20281,11,0.354,1,0.426,-5.02,119.057,4,1.0,0.2,296.0,62.0,59.0,48.0,40.0,79.0,15.0,47.0,44.0,13.0,30.0,9.0
latin,199.07873,4,0.744,1,0.411,-6.641,123.335,3,0.94,0.113,184.0,113.0,82.0,80.0,52.0,78.0,53.0,67.0,86.0,38.0,54.0,32.0
alternative rock,164.57098,2,0.995,1,0.791,-9.043,85.268,4,0.063,0.0,301.0,21.0,43.0,22.0,8.0,72.0,10.0,32.0,11.0,3.0,3.0,2.0
pop,290.11546,0,0.666,1,0.67,-12.798,167.772,4,0.958,0.083,483.0,64.0,71.0,35.0,61.0,79.0,22.0,59.0,12.0,33.0,15.0,15.0
pop,161.48853,6,0.752,0,0.636,-11.219,105.832,4,0.922,0.0,160.0,61.0,33.0,39.0,12.0,64.0,15.0,23.0,15.0,2.0,10.0,0.0
electronic,445.77914,9,0.474,1,0.321,-10.329,138.001,4,0.466,0.287,991.0,302.0,41.0,688.0,342.0,100.0,19.0,23.0,3.0,4.0,40.0,4.0
hip hop,264.6722,0,0.153,0,0.307,-7.228,117.004,4,1.0,0.0,239.0,170.0,137.0,128.0,121.0,156.0,76.0,90.0,25.0,11.0,14.0,23.0
gangsta rap,281.75628,8,0.531,0,0.502,-6.816,172.287,4,0.479,0.239,499.0,96.0,147.0,103.0,105.0,24.0,24.0,155.0,36.0,15.0,31.0,44.0
pop,187.97669,2,0.692,1,0.856,-10.085,63.359,5,1.0,0.183,273.0,101.0,30.0,12.0,37.0,51.0,16.0,21.0,1.0,14.0,4.0,6.0
rock,332.69506,9,1.0,1,1.0,-15.673,126.488,4,0.892,2.206,321.0,86.0,88.0,69.0,42.0,84.0,19.0,90.0,49.0,25.0,31.0,5.0
blues,310.59546,4,0.818,1,0.508,-10.091,153.086,4,0.675,0.0,255.0,126.0,101.0,150.0,47.0,135.0,36.0,29.0,43.0,16.0,36.0,23.0
ambient,489.58649,6,0.417,0,0.455,-14.66,97.014,4,0.578,0.0,1337.0,102.0,289.0,203.0,46.0,373.0,68.0,156.0,121.0,10.0,52.0,9.0
ambient,317.54404,10,0.705,0,0.613,-10.575,82.634,4,1.0,0.223,308.0,299.0,158.0,108.0,123.0,87.0,71.0,62.0,59.0,95.0,69.0,29.0
blues,191.13751,0,0.707,1,0.339,-10.862,97.03,3,1.0,0.266,157.0,81.0,106.0,83.0,41.0,60.0,24.0,50.0,11.0,24.0,12.0,9.0
country,201.76934,7,1.0,1,0.848,-15.653,95.655,1,0.053,0.276,204.0,73.0,33.0,42.0,45.0,94.0,18.0,37.0,29.0,14.0,10.0,0.0
classical,225.14893,5,0.371,0,0.49,-25.349,79.261,5,0.49,2.49,280.0,152.0,64.0,41.0,36.0,20.0,15.0,25.0,11.0,15.0,13.0,26.0
country,210.75546,7,0.643,1,0.758,-18.261,157.968,4,0.701,0.143,377.0,45.0,61.0,23.0,24.0,40.0,11.0,62.0,5.0,11.0,1.0,4.0
pop,346.5922,3,0.778,1,0.769,-15.018,89.921,4,0.473,0.293,320.0,19.0,53.0,114.0,28.0,65.0,5.0,132.0,26.0,11.0,88.0,2.0
hard rock,255.42485,6,0.011,0,0.327,-5.544,122.624,4,1.0,0.618,225.0,35.0,23.0,52.0,15.0,13.0,36.0,34.0,1.0,3.0,48.0,18.0
hip hop,286.37995,9,0.463,0,0.411,-9.383,90.049,4,0.57,0.405,261.0,205.0,124.0,77.0,150.0,112.0,65.0,41.0,35.0,35.0,39.0,11.0
country,202.08281,5,0.407,1,0.407,-6.424,117.142,4,1.0,0.255,216.0,80.0,69.0,53.0,33.0,64.0,11.0,42.0,22.0,16.0,23.0,2.0
folk,234.73587,0,0.166,1,0.463,-14.18,120.049,4,0.455,3.466,391.0,36.0,67.0,15.0,22.0,72.0,42.0,78.0,8.0,4.0,0.0,2.0
alternative rock,219.01016,9,0.493,1,0.519,-6.968,88.002,4,0.331,2.339,342.0,21.0,39.0,35.0,18.0,43.0,4.0,60.0,10.0,3.0,3.0,1.0
hip hop,309.4722,10,0.294,1,0.367,-4.754,155.979,4,0.542,0.165,347.0,241.0,230.0,96.0,77.0,69.0,25.0,76.0,72.0,69.0,9.0,4.0
folk,291.97016,8,0.265,1,0.394,-25.342,64.011,1,0.394,0.45,350.0,81.0,68.0,48.0,22.0,60.0,17.0,51.0,31.0,10.0,23.0,13.0
latin,223.60771,0,0.749,1,0.775,-8.436,103.198,4,0.961,0.345,409.0,158.0,67.0,60.0,42.0,109.0,43.0,113.0,18.0,14.0,7.0,9.0
dancehall,221.70077,9,0.784,1,0.56,-8.043,142.749,4,0.572,2.711,216.0,159.0,102.0,106.0,80.0,72.0,70.0,63.0,41.0,19.0,39.0,6.0
contemporary r&b,338.75546,5,0.167,0,0.366,-11.215,118.099,4,1.0,5.875,263.0,232.0,104.0,89.0,111.0,126.0,102.0,108.0,39.0,37.0,47.0,31.0
folk,195.3171,7,0.98,1,0.753,-10.7,123.142,4,0.678,0.0,152.0,102.0,131.0,78.0,38.0,63.0,43.0,81.0,20.0,22.0,27.0,9.0
alternative rock,102.45179,0,0.711,1,0.697,-21.343,87.279,4,0.37,0.154,202.0,6.0,9.0,9.0,13.0,9.0,1.0,12.0,1.0,6.0,0.0,4.0
hip hop,247.64036,7,0.569,1,0.578,-5.597,81.53,4,0.859,2.014,342.0,127.0,60.0,31.0,43.0,101.0,42.0,35.0,37.0,49.0,60.0,105.0
hip hop,260.10077,2,0.516,0,0.599,-5.852,200.004,4,0.447,0.0,294.0,181.0,80.0,63.0,58.0,77.0,107.0,57.0,149.0,205.0,16.0,2.0
electronic,229.40689,11,0.78,0,0.757,-9.793,130.823,5,0.705,0.978,218.0,38.0,154.0,117.0,49.0,146.0,24.0,52.0,18.0,55.0,10.0,9.0
hip hop,198.63465,0,0.874,1,0.617,-9.384,97.812,4,1.0,0.0,109.0,183.0,61.0,99.0,93.0,92.0,71.0,35.0,8.0,15.0,27.0,25.0
black metal,128.83546,11,0.445,0,0.64,-7.604,166.138,4,0.315,0.246,146.0,81.0,33.0,33.0,40.0,48.0,23.0,16.0,7.0,28.0,28.0,31.0
east coast hip hop,236.95628,7,0.693,1,0.54,-6.774,142.82,5,1.0,0.0,191.0,177.0,84.0,68.0,53.0,59.0,113.0,104.0,84.0,68.0,51.0,13.0
indie rock,103.52281,10,0.691,1,0.555,-7.403,107.002,4,0.518,0.0,190.0,26.0,35.0,10.0,9.0,16.0,6.0,5.0,7.0,9.0,7.0,0.0
alternative rock,367.01995,0,0.262,1,0.44,-5.278,88.57,4,0.602,0.192,634.0,132.0,105.0,71.0,59.0,62.0,18.0,50.0,14.0,16.0,4.0,11.0
electronic,532.37506,7,0.276,0,0.172,-11.049,127.929,5,1.0,0.0,532.0,273.0,449.0,171.0,213.0,429.0,271.0,405.0,110.0,26.0,113.0,23.0
easy listening,176.66567,5,0.512,1,0.293,-13.414,124.893,4,0.3,0.084,198.0,74.0,54.0,34.0,40.0,77.0,8.0,33.0,12.0,7.0,9.0,3.0
blues rock,469.44608,2,0.278,1,0.385,-7.033,132.598,4,0.611,0.165,456.0,214.0,301.0,116.0,56.0,106.0,66.0,98.0,118.0,46.0,42.0,27.0
electronic,117.28934,0,0.665,1,0.722,-4.952,140.247,4,0.608,0.0,176.0,18.0,40.0,6.0,5.0,22.0,1.0,3.0,3.0,1.0,0.0,4.0
alternative rock,340.79302,7,0.801,1,0.711,-5.66,101.08,4,0.88,3.93,242.0,27.0,64.0,26.0,31.0,62.0,7.0,69.0,3.0,6.0,2.0,10.0
rock,240.79628,4,0.222,0,0.422,-5.353,136.147,4,0.69,0.103,300.0,42.0,38.0,46.0,14.0,25.0,18.0,24.0,9.0,19.0,4.0,12.0
pop,194.32444,2,0.65,1,0.86,-12.374,189.997,4,0.617,3.866,204.0,106.0,86.0,92.0,25.0,51.0,54.0,33.0,33.0,15.0,39.0,25.0
hip hop,222.74567,8,0.319,1,0.465,-8.081,52.711,4,0.774,3.431,310.0,117.0,87.0,77.0,28.0,63.0,26.0,79.0,40.0,5.0,50.0,25.0
ballad,236.5122,0,0.499,0,0.483,-9.308,111.755,4,0.276,0.0,261.0,109.0,90.0,95.0,45.0,115.0,16.0,38.0,29.0,17.0,50.0,22.0
blues,159.16363,0,0.598,1,0.302,-11.261,84.907,4,0.562,0.38,143.0,53.0,46.0,69.0,68.0,27.0,20.0,51.0,15.0,9.0,8.0,7.0
ballad,207.93424,10,0.283,0,0.395,-4.8,101.947,4,0.633,0.293,272.0,224.0,99.0,44.0,73.0,49.0,34.0,28.0,40.0,70.0,27.0,0.0
dancehall,201.97832,1,0.057,1,0.131,-3.669,69.594,3,1.0,0.177,327.0,118.0,150.0,71.0,37.0,63.0,63.0,92.0,21.0,19.0,2.0,0.0
country,260.51873,10,0.675,1,0.563,-10.646,105.863,4,1.0,0.189,208.0,163.0,107.0,65.0,150.0,152.0,59.0,42.0,31.0,108.0,36.0,14.0
alternative rock,294.08608,2,0.035,1,0.236,-7.795,191.033,4,1.0,0.214,307.0,138.0,112.0,115.0,49.0,53.0,19.0,21.0,5.0,1.0,4.0,2.0
country,155.24526,9,0.49,1,0.498,-15.512,167.793,4,1.0,0.996,88.0,104.0,64.0,35.0,26.0,26.0,18.0,46.0,29.0,70.0,47.0,20.0
latin,130.76853,7,0.638,1,0.515,-7.092,120.129,3,1.0,2.299,115.0,117.0,60.0,50.0,52.0,41.0,38.0,29.0,14.0,20.0,4.0,8.0
alternative rock,223.05914,5,0.096,1,0.326,-8.961,151.741,4,0.838,0.106,128.0,85.0,86.0,72.0,60.0,53.0,27.0,53.0,40.0,36.0,34.0,5.0
blues rock,205.08689,11,0.164,0,0.45,-4.181,91.89,4,0.061,0.171,168.0,127.0,111.0,124.0,61.0,27.0,26.0,67.0,30.0,30.0,47.0,16.0
